FPKM
IBTK	0.505497823396692
IFI35	0.0877441686035384
ZYG11B	0.505988366307984
ACOT11	NA
HEATR6	NA
NOL9	NA
KLHL21	0.425627713398526
PLEKHH3	0.743414698474851
PDPN	NA
LRRC38	NA
LAPTM5	0.970428867919909
SDC3	0.538000580179863
PEF1	0.0404415832984647
SYNC	NA
TFE3	0.98825129014577
FUBP1	0.768288830688539
NEXN	NA
DNAJB4	0.138385457740112
TBC1D25	NA
ZNF326	0.0872998153209693
ACSL4	0.886665985644931
IGSF8	0.991366181632311
DDR2	NA
PEA15	0.374657492963899
NCSTN	0.956925182958742
BPNT1	0.067929202061628
BROX	0.675501475418454
CNST	NA
PKDCC	0.433607666196404
MAPKAPK2	0.518391509380114
REEP1	NA
CAPN2	0.788766489818752
WDR26	0.871451978337166
PQLC3	NA
POLR1A	NA
FRZB	NA
LAPTM4A	0.934136182888463
EN1	NA
SGCB	NA
IP6K2	0.787023389099913
PDLIM5	5.52411777014915e-06
RPRD2	NA
ANKRD23	NA
CTSS	0.572750926387734
MYCBP2	NA
LYSMD1	NA
VPS72	0.782749794435798
ERCC3	NA
RNF149	0.609435428332338
DHX57	NA
KIF2A	NA
CCNYL1	NA
ANTXR2	0.481306745565162
GPR155	NA
PMVK	0.961677897593619
PBXIP1	NA
PYGO2	NA
HIPK1	0.971763268609121
ATP1A1	0.156600333698373
EIF4E3	NA
SIRT2	0.0258716112199199
IGFBP7	0.771042388597509
SSR2	0.225360139780318
RNF25	0.862315377978838
TGFBR2	0.743414698474851
PYGM	NA
ANKZF1	0.884735430793729
FBLN2	NA
STT3B	0.975255182873858
FBXL3	0.644786465496842
GTPBP8	NA
COX18	0.970428867919909
ATXN7	NA
GMPS	0.284020163393613
CCNL1	0.804313999552766
RPP14	NA
CRELD1	0.650866845079635
MTMR14	0.805529037927261
TTC14	0.567827436582646
ZNF513	0.896507493376624
WDR43	0.975255182873858
ZDHHC3	0.973667113735686
CLEC3B	NA
TPRA1	0.331578191438263
POLR2H	NA
KLF15	0.0110507560763219
TMEM41A	NA
RFC4	NA
BAP1	0.771933927491559
SFMBT1	NA
GNL3	0.772648334729528
SLBP	0.93763543249048
PIGX	0.629142714890117
ABLIM2	NA
SPRY1	0.756662194653819
APEH	0.940727570431118
RNF123	0.462015503353245
MAOB	0.670313621496025
MON1A	0.416665750316263
DUSP7	NA
RORA	NA
PITX2	NA
SAP30	NA
ANXA5	0.476088027971632
ASB5	NA
PDK2	0.814073282515446
TGFBR3	NA
ABCE1	0.935863529500466
NIPBL	NA
WDR41	NA
ERAP1	0.999016032875475
CMYA5	NA
EGFLAM	NA
UBLCP1	0.787023389099913
UTP15	NA
GFM2	0.457374507215249
PDSS2	0.950149507425219
STXBP5	NA
LRP6	NA
DAGLB	0.999886991188215
STK17A	NA
TRA2A	0.879069653410999
MYOZ3	NA
CAMLG	0.139728100769749
MIOS	NA
PHRF1	0.805529037927261
FNDC1	NA
BRI3	NA
CTSB	0.0179225314191166
RAD21	0.638646162578382
MED30	0.966412264101956
PHKG1	NA
ORC5	0.731139129150365
SUN1	0.0501594242237581
CA3	NA
SPTB	NA
SLC4A2	0.374657492963899
TMUB1	0.861483324374306
INTS8	NA
FAM219A	NA
SNAPC3	NA
SMG6	NA
KDM1B	0.973667113735686
HGSNAT	0.69858575217681
GKAP1	0.999886991188215
C9orf64	0.7945822754092
EXOC5	NA
MID1IP1	0.893739899749058
CLTCL1	NA
GAPVD1	0.703225016216098
WNK2	NA
NOL6	NA
VCP	0.962234462700156
PIGO	0.545647611283063
STOML2	0.701326904623359
ARHGAP12	0.866968700214795
LAMP2	NA
MARCH8	0.634859237097367
GTF2A1	NA
ZCCHC24	NA
PGM2L1	NA
INPPL1	0.277361532155944
CRYL1	NA
REEP3	0.596073207118083
PCF11	0.787023389099913
PKNOX2	NA
C10orf10	NA
ZNF22	0.634859237097367
KLHDC2	0.68994209774855
NEMF	0.959733199140326
RPUSD4	NA
ARF6	0.922917236789902
TAF3	NA
VDAC2	0.14322293173615
WIPI1	0.0120077323162846
GBA2	0.396489887713127
NDST1	0.650866845079635
NDRG2	0.964469797162557
ARHGEF40	NA
ZFYVE1	0.756662194653819
ANKRD2	NA
PACSIN3	0.049159494092821
SLC39A13	0.776355040438712
CPSF2	0.679418802376153
PTER	0.991366181632311
HTRA1	0.772648334729528
CEP57	NA
BTRC	NA
POLL	NA
DPCD	0.752474349506736
API5	0.966412264101956
COPS2	0.653254461280356
SGPL1	0.284020163393613
CCT2	0.986880067181401
PCBD1	0.0177152670032497
CUL5	NA
PLEKHF1	NA
SMPD1	0.634859237097367
APBB1	NA
SYNPO2L	NA
NUDT13	NA
ILK	0.760717738053666
TPP1	0.322141031270253
ATP9B	NA
PPFIBP2	0.891707814251799
TMEM41B	0.987909515599164
LEO1	0.899264957623048
ZNF143	NA
MCM7	0.68994209774855
ZNF3	NA
ZSCAN21	0.7945822754092
TMED3	NA
HSP90B1	0.846890148907433
NCK2	NA
COG1	0.622292085886936
B2M	0.0496838496726602
AP1G1	0.85335823427921
PPIB	0.0340461232753333
LDHD	0.8906493182625
PLIN1	NA
DCTN5	0.826949417774477
TERF2IP	NA
VPS39	0.030514116533563
STAT6	NA
PATL1	0.492319013434583
MTMR10	0.876904252311692
DIS3L	NA
MAP1A	NA
AKTIP	0.487677238520584
CNPY4	NA
COQ4	0.634859237097367
SLC27A4	0.323651638605875
URM1	0.701613974499189
CERCAM	NA
LMCD1	NA
SP2	NA
GPRC5B	NA
CRK	0.932392548497128
FBXO22	0.452780131459149
SEL1L	0.564608882151011
RNF214	0.970428867919909
DUS2	NA
ACAA2	0.0973651436681574
STIM1	0.410713659511855
RRM1	0.489276300762376
TCF3	0.972746854123749
TPM4	0.93636183784432
RAB8A	0.000432829540002684
MIDN	0.915426362888037
ANKRD11	0.998128234802474
DAZAP1	0.695072499454044
KMT2D	0.868355487323315
CORO6	NA
AXL	0.999141791657164
LENG8	0.992025860943832
TRAPPC9	0.278087261441048
DAPK3	0.771971246464891
EEF2	0.639513677949956
GLOD4	0.762375375940584
MFSD3	0.839361299373254
GPT	NA
SLC43A2	NA
RILP	NA
FAM3A	0.749933750051021
WDR81	0.0691877762705481
OTUB1	0.994882852331452
NDUFV1	0.476088027971632
CDK2AP2	NA
CYBRD1	NA
TMEM88	NA
SRP68	0.724804769366744
ZNF598	0.630532036950709
MLST8	0.991366181632311
E4F1	0.836102758426142
KCTD5	NA
SRRM2	0.762375375940584
DDB1	0.486199984547638
SLC3A2	0.538000580179863
LTBP3	NA
SF1	0.935863529500466
SCARA5	NA
PAFAH1B2	0.956925182958742
ACTN1	0.590219720632333
NUDT16L1	0.966412264101956
RAB4A	0.548221464538758
SETD5	0.999674162216225
DDIT4	0.846890148907433
LMBRD1	0.749716783177152
UBTD2	NA
NKIRAS2	0.893641795607325
IRF2BP2	0.96184129787278
NT5DC2	NA
EPN2	NA
PXK	0.44633907978367
KCTD6	0.756662194653819
IRF2	NA
XIRP1	NA
LIMS2	0.330651277682554
ARF4	0.145160203685683
TAP1	0.85335823427921
ATG4B	0.873973416022111
COG7	NA
CDC40	NA
SPEG	NA
TNXB	NA
BMP1	0.0371668678385048
POLR3D	0.888864419152389
FEN1	NA
HFE2	0.425627713398526
ALDH3A2	0.0336673299812703
MYL1	NA
TRAPPC11	0.724461937687155
COL3A1	0.0672278387925246
ING2	NA
CDKN2AIP	NA
SNRNP48	0.984002751410954
TMUB2	NA
STAT3	0.831375279337292
TMEM208	0.138385457740112
AHCYL1	0.598005618984658
PKIG	NA
NPNT	NA
CNNM3	0.93636183784432
AFF4	0.738733267313911
TMEM150A	NA
RHOBTB1	0.326577784559966
PPIC	NA
CEP120	NA
PXDC1	0.551321533428068
FEM1B	0.831924447455636
MAP2K1	0.489988822897698
MECP2	0.950149507425219
MARK2	NA
HSPBAP1	NA
ZBTB43	NA
XPO6	0.346571683265348
CHFR	0.892742771452246
NSMCE1	0.675196411490484
TBC1D10B	0.439766553822463
RAB24	0.973667113735686
EFNA1	0.0291803334660339
NMD3	0.805529037927261
ADRB2	NA
NFATC3	NA
SNUPN	0.924170970148606
SIN3A	NA
PTK2	0.733457631039098
ACADVL	0.176479947331341
TM2D2	0.297224826092538
METTL15	NA
ANTXR1	NA
HEXDC	0.805529037927261
SPNS1	0.96103479385961
AGPAT2	0.305404044247175
FASN	0.431511311375123
CNBP	0.0179225314191166
GPS1	0.999886991188215
LDB2	NA
DERL2	0.168580807307181
TAPT1	0.999886991188215
BTD	NA
P2RY1	NA
NDE1	NA
KLF13	0.787023389099913
TMEM42	0.656078343221166
SF3B5	NA
AP1M1	0.431511311375123
UBE2E3	NA
