FPKM
IBTK	1.44021987450607
IFI35	-2.65103388013866
ZYG11B	1.43436622118664
ACOT11	NA
HEATR6	NA
NOL9	NA
KLHL21	1.64038891231686
PLEKHH3	0.915953412667187
PDPN	NA
LRRC38	NA
LAPTM5	-0.183971770988625
SDC3	-1.38027032240454
PEF1	-3.00751637684114
SYNC	NA
TFE3	-0.0947352873991249
FUBP1	0.825814464380628
NEXN	NA
DNAJB4	2.43237813744268
TBC1D25	NA
ZNF326	-2.65459732537154
ACSL4	-0.47553430897393
IGSF8	0.0697572882663875
DDR2	NA
PEA15	1.75080915387815
NCSTN	-0.262300905048903
BPNT1	-2.78229034477621
BROX	1.07761464996513
CNST	NA
PKDCC	1.61260259531285
MAPKAPK2	1.4161381370919
REEP1	NA
CAPN2	0.763716567776649
WDR26	0.523904269173567
PQLC3	NA
POLR1A	NA
FRZB	NA
LAPTM4A	-0.354282861830418
EN1	NA
SGCB	NA
IP6K2	-0.766717505531612
PDLIM5	5.43364760223748
RPRD2	NA
ANKRD23	NA
CTSS	-1.31380050087935
MYCBP2	NA
LYSMD1	NA
VPS72	0.779483448275297
ERCC3	NA
RNF149	-1.24731476484745
DHX57	NA
KIF2A	NA
CCNYL1	NA
ANTXR2	-1.4958277823848
GPR155	NA
PMVK	0.246256945236501
PBXIP1	NA
PYGO2	NA
HIPK1	0.178144589445869
ATP1A1	-2.33642631007344
EIF4E3	NA
SIRT2	3.20551264044754
IGFBP7	0.819526830244667
SSR2	-2.13595522913981
RNF25	0.542645009306938
TGFBR2	0.9168618621945
PYGM	NA
ANKZF1	0.491515905286954
FBLN2	NA
STT3B	-0.14799053884372
FBXL3	1.1558146104388
GTPBP8	NA
COX18	0.184522545199801
ATXN7	NA
GMPS	-1.95906816400467
CCNL1	-0.725282457717085
RPP14	NA
CRELD1	-1.13622070492405
MTMR14	-0.702150266829222
TTC14	-1.32289424269933
ZNF513	-0.439366736631337
WDR43	0.149826794351174
ZDHHC3	0.15860881840521
CLEC3B	NA
TPRA1	-1.83204093560566
POLR2H	NA
KLF15	-3.51376147947131
TMEM41A	NA
RFC4	NA
BAP1	0.813766610631222
SFMBT1	NA
GNL3	0.800883201307644
SLBP	0.331994744642458
PIGX	-1.21071565317566
ABLIM2	NA
SPRY1	0.872180885815199
APEH	0.326043028611
RNF123	1.54083057663304
MAOB	-1.09091117269597
MON1A	-1.66323567473302
DUSP7	NA
RORA	NA
PITX2	NA
SAP30	NA
ANXA5	1.50629968990451
ASB5	NA
PDK2	0.675133109245165
TGFBR3	NA
ABCE1	-0.345646030102241
NIPBL	NA
WDR41	NA
ERAP1	-0.0377727311298937
CMYA5	NA
EGFLAM	NA
UBLCP1	0.768251134440624
UTP15	NA
GFM2	1.55477020424302
PDSS2	-0.298045996741163
STXBP5	NA
LRP6	NA
DAGLB	0.00400789849557026
STK17A	NA
TRA2A	0.505241040363461
MYOZ3	NA
CAMLG	2.41010434639008
MIOS	NA
PHRF1	-0.702888820940951
FNDC1	NA
BRI3	NA
CTSB	-3.34802429597022
RAD21	1.16939357777713
MED30	-0.211601783747941
PHKG1	NA
ORC5	-0.938771058257242
SUN1	2.91697224974296
CA3	NA
SPTB	NA
SLC4A2	-1.74907289564034
TMUB1	-0.547714655929304
INTS8	NA
FAM219A	NA
SNAPC3	NA
SMG6	NA
KDM1B	0.164596807325377
HGSNAT	-1.01028605067544
GKAP1	0.0022693189799211
C9orf64	-0.744363689111521
EXOC5	NA
MID1IP1	0.44732206641034
CLTCL1	NA
GAPVD1	-0.995873254317634
WNK2	NA
NOL6	NA
VCP	-0.237587684613142
PIGO	-1.36382111689021
STOML2	1.00479181368498
ARHGAP12	0.533660024711957
LAMP2	NA
MARCH8	-1.18405132211233
GTF2A1	NA
ZCCHC24	NA
PGM2L1	NA
INPPL1	1.98890162723701
CRYL1	NA
REEP3	-1.26831194925526
PCF11	0.766689670246625
PKNOX2	NA
C10orf10	NA
ZNF22	1.17500084719471
KLHDC2	1.03852431032944
NEMF	0.256429326507338
RPUSD4	NA
ARF6	-0.385125939334682
TAF3	NA
VDAC2	2.39532680405714
WIPI1	3.4850359149642
GBA2	1.70553837567046
NDST1	-1.13983696484148
NDRG2	-0.226470353843859
ARHGEF40	NA
ZFYVE1	-0.866796603545614
ANKRD2	NA
PACSIN3	2.93219600894207
SLC39A13	0.790436849645103
CPSF2	1.064922530214
PTER	-0.0735937576817087
HTRA1	0.800882473233548
CEP57	NA
BTRC	NA
POLL	NA
DPCD	-0.884800830289814
API5	0.207220539987447
COPS2	1.13212926023504
SGPL1	-1.95616247104948
CCT2	-0.102542375319112
PCBD1	-3.35699849541976
CUL5	NA
PLEKHF1	NA
SMPD1	-1.1863350673505
APBB1	NA
SYNPO2L	NA
NUDT13	NA
ILK	-0.859520938584399
TPP1	-1.85337917344781
ATP9B	NA
PPFIBP2	-0.461579973869211
TMEM41B	-0.0976333057190099
LEO1	-0.433468977025107
ZNF143	NA
MCM7	1.03941133827954
ZNF3	NA
ZSCAN21	-0.744876825692608
TMED3	NA
HSP90B1	-0.595122630784845
NCK2	NA
COG1	1.22552885863637
B2M	-2.92541523279112
AP1G1	-0.574694505275529
PPIB	-3.08658037946412
LDHD	0.46438715555822
PLIN1	NA
DCTN5	-0.653740588304678
TERF2IP	NA
VPS39	3.13681534808816
STAT6	NA
PATL1	1.46432915826154
MTMR10	-0.511295888705183
DIS3L	NA
MAP1A	NA
AKTIP	1.47800669140147
CNPY4	NA
COQ4	-1.17583846962869
SLC27A4	-1.84733931238411
URM1	0.999880921982088
CERCAM	NA
LMCD1	NA
SP2	NA
GPRC5B	NA
CRK	-0.360443639293698
FBXO22	-1.56348704300129
SEL1L	-1.32880822399421
RNF214	-0.186310513243915
DUS2	NA
ACAA2	-2.603577437905
STIM1	1.67892368263229
RRM1	1.47390204501667
TCF3	-0.174927617274424
TPM4	0.33918344759632
RAB8A	-4.49607872463855
MIDN	0.399967209622759
ANKRD11	-0.0429953022555954
DAZAP1	-1.03008360191587
KMT2D	-0.531035517059482
CORO6	NA
AXL	0.0329311780016486
LENG8	-0.0678315711551767
TRAPPC9	-1.98229304210892
DAPK3	0.810113102650501
EEF2	1.16620160249054
GLOD4	-0.844684861954539
MFSD3	0.613927131628479
GPT	NA
SLC43A2	NA
RILP	NA
FAM3A	-0.891302800742915
WDR81	-2.77024528923021
OTUB1	-0.0549598426974844
NDUFV1	1.51052219375962
CDK2AP2	NA
CYBRD1	NA
TMEM88	NA
SRP68	0.953177885926583
ZNF598	-1.19710710744657
MLST8	0.0723686484865548
E4F1	0.619069018677476
KCTD5	NA
SRRM2	0.840196623739153
DDB1	-1.48855841377959
SLC3A2	-1.38089547537952
LTBP3	NA
SF1	-0.347066333282415
SCARA5	NA
PAFAH1B2	-0.261335176444585
ACTN1	-1.28254853663061
NUDT16L1	-0.207872301795002
RAB4A	1.35588482785962
SETD5	-0.0273441816265978
DDIT4	0.591974464277389
LMBRD1	0.898758318336245
UBTD2	NA
NKIRAS2	-0.451192375998737
IRF2BP2	0.241360996339586
NT5DC2	NA
EPN2	NA
PXK	-1.58054266799868
KCTD6	-0.866052903195019
IRF2	NA
XIRP1	NA
LIMS2	-1.83441148543929
ARF4	-2.38100598314356
TAP1	-0.573440176017542
ATG4B	0.518584397297922
COG7	NA
CDC40	NA
SPEG	NA
TNXB	NA
BMP1	-3.0456514222929
POLR3D	-0.467549535098622
FEN1	NA
HFE2	1.63794506712118
ALDH3A2	-3.09310301375186
MYL1	NA
TRAPPC11	0.954950267753399
COL3A1	2.79182614396068
ING2	NA
CDKN2AIP	NA
SNRNP48	0.119234410803288
TMUB2	NA
STAT3	-0.644766024057049
TMEM208	-2.42372509353351
AHCYL1	-1.26405904731461
PKIG	NA
NPNT	NA
CNNM3	0.340614990115835
AFF4	0.924640142238427
TMEM150A	NA
RHOBTB1	1.84219847976264
PPIC	NA
CEP120	NA
PXDC1	-1.34578252232725
FEM1B	0.636782953759078
MAP2K1	1.47009156757658
MECP2	-0.299563304474752
MARK2	NA
HSPBAP1	NA
ZBTB43	NA
XPO6	-1.80429617908145
CHFR	-0.456319484798086
NSMCE1	-1.08084166354644
TBC1D10B	1.5967248091389
RAB24	0.153130425894759
EFNA1	-3.15782060886033
NMD3	-0.70851952740631
ADRB2	NA
NFATC3	NA
SNUPN	0.381973821535635
SIN3A	NA
PTK2	-0.932359766638899
ACADVL	2.27458348596413
TM2D2	-1.91802649723894
METTL15	NA
ANTXR1	NA
HEXDC	-0.70556306919246
SPNS1	-0.248714765442087
AGPAT2	-1.88770064688377
FASN	-1.61856342932786
CNBP	3.34762655073106
GPS1	-0.0166301605734404
LDB2	NA
DERL2	-2.29938104606407
TAPT1	-0.0182105509772124
BTD	NA
P2RY1	NA
NDE1	NA
KLF13	0.767639092284959
TMEM42	1.12109830751142
SF3B5	NA
AP1M1	-1.61735699438784
UBE2E3	NA
TRAPPC1	1.90709423977864
UBE2E1	0.897072844223198
SIK2	-1.18080676331268
VGLL2	NA
XRCC1	-0.161921563019528
CHRNB1	NA
USP38	0.865346590633068
SCARB1	-4.35078791058789
PDCD6IP	0.0948614896527156
ZNF212	NA
ZNF282	NA
CRTAP	0.683120837805648
STX8	NA
NFRKB	NA
FOS	NA
GPRC5C	-2.42664290635453
RALGAPB	NA
TP63	NA
PFKFB3	NA
SIX2	NA
NUDCD2	-0.751047885901031
IRF2BP1	0.547224766097237
TRABD	-0.869268797550811
CLCN4	NA
KIF5B	3.36309104933399
AKAP13	0.6371451212318
CHCHD7	-0.578314700784196
HTRA3	NA
NLE1	NA
FOXN2	NA
KBTBD2	3.80874805317506
MTSS1	-2.45485865599566
TMEM43	2.53003484959176
RNF139	0.613660650972274
KDM5A	NA
FEZ2	4.09376505700828
NIPAL3	-1.596711929836
INSR	-1.09922685714075
JAGN1	-0.983436192068864
TADA3	0.909953906443603
ZNF672	NA
ZNF692	0.94172220027965
TRIM8	1.96225999785542
SCAND1	-1.0638781146358
GAA	-0.68398190189016
CANT1	-0.863225518843069
CHD7	NA
PDE7B	NA
POLR1C	-2.0725528523844
ASXL1	-0.357389625742743
ZNF318	NA
BCL2L1	NA
AP2B1	0.874741181078661
PICALM	-0.483123853005059
CLSTN1	NA
NSF	0.0567436827136034
SLC25A33	NA
SPSB1	NA
ATF7IP	0.756023532070348
TCEA2	NA
ANO5	NA
HDAC3	1.12070556092048
GPHN	-1.95935785442503
CLASP1	NA
CAMTA1	NA
GATM	NA
MRPS34	0.238498447863584
CTPS1	NA
NOTCH3	NA
EXOSC10	NA
MLLT3	NA
TRAPPC12	-0.526667888909913
PRNP	0.77805328447634
AQP4	NA
ATPAF2	0.0860276406839281
JMJD1C	0.154592144564698
SYNPO	NA
THOP1	-0.0599009827047502
LAMB2	1.71345117568964
USP19	0.848544685868076
QARS	NA
KLF11	NA
MOB3A	NA
NME6	NA
FRMD3	NA
SNTB1	NA
TSG101	0.251834750681542
CEBPB	NA
DPAGT1	-2.08251659852286
BSG	NA
HINFP	NA
POP7	1.15319030082136
SUCLG2	-0.862144219619683
GNB2	-0.478693030333783
MGLL	NA
C2CD2L	-1.17790178466888
SYNPO2	NA
NTN4	NA
GTPBP2	-0.153898419308536
BCS1L	1.19884917243366
ZNF24	0.607006268343314
AFF1	2.9134362224364
FIBP	0.404011435817486
CARNS1	NA
NUAK1	NA
HCFC1	0.471666668343361
MRPL52	-0.837650001912732
SMPDL3A	-0.623650619293086
EFEMP2	NA
TMEM134	0.730151092103056
CORO1B	-3.87809415919181
LRRC20	NA
ZNF532	NA
MUS81	NA
SCARF1	0.291654009700297
FAM192A	0.516227192580419
LMAN1	-2.41706686939408
METAP1D	NA
EGFL7	0.87884883538759
OXSR1	2.761032626324
KAT5	0.606013304844168
DCAKD	-0.62788759593114
ARPP21	NA
ZZEF1	0.535682730780949
RELA	-0.792067174791309
FAM222B	NA
NOC3L	NA
ABLIM3	-0.00058996397382041
GOLGB1	-1.27907859570995
GPR137	-1.81012415627325
MMRN2	NA
TNKS	NA
ANO8	NA
MAP3K11	-1.00387392274943
C1QB	-1.69045829400424
C1QA	NA
DAG1	1.1768690045746
NAA20	0.747529771105196
ARHGEF10L	-0.0928271651632568
EHBP1L1	NA
VEGFB	1.65528096853644
PC	-6.58100491567522
HSPB7	NA
PSMD1	1.18710438327792
CNP	-0.343321860857882
JUP	0.640314961730791
SRI	-0.399281030020304
C1QTNF1	-0.644468146391152
EIF4G3	0.347555340732972
TCAP	NA
CCS	-3.05394624047612
NUP37	NA
FBXO45	NA
SLC25A30	0.634010486235904
CD34	NA
CTSF	0.21440710845078
C16orf91	-0.222140047574469
FAM174A	1.87136506389934
RGMB	NA
TRMT10C	3.3053041959821
CTU2	-1.66982363107141
MGA	NA
PRPF8	0.664442443824166
DDX23	0.301412884786229
ZNHIT2	NA
ZBTB4	2.12044924926323
ZHX3	-1.15454706538058
PHLDA3	NA
RALGAPA1	NA
ABRA	NA
GRAMD4	-0.908744766323738
KY	NA
RPL15	0.397005084073957
HRAS	-0.0594286309905454
FZD4	-0.79767723306499
TIMM21	0.650552167928207
DHX36	1.58812655485977
KLC2	NA
VCPIP1	NA
DES	NA
TRAF6	NA
PACS1	NA
SH3BP5L	0.504140559977189
PSMD2	1.05379363493508
TNFRSF12A	NA
MARK3	1.15667215018684
CKAP5	NA
ARHGAP1	-0.522654735744092
MED16	-0.182695031502671
ATG13	-0.805246551086124
SLC25A3	NA
DOLK	-1.29334609948568
PHYHD1	-2.90934340749452
FNDC3B	-0.631783608762902
FOSL2	NA
SMAD2	-1.09847116304823
LPL	NA
UCP3	NA
UCP2	NA
CCDC85B	NA
TMEM70	-0.0507892578631418
RPS6KB2	-0.108891658505381
TOM1L2	2.53860944287761
FSCN1	NA
AURKAIP1	0.894716733895186
MSRA	-3.23282579842239
CTDNEP1	7.43056535815728
PLEKHF2	NA
UBE2O	NA
KLHL38	NA
UNC119B	-1.13539654851988
TUBB6	NA
DLG1	-0.393072410443491
IP6K1	-0.562396711775716
SSNA1	0.580457480347567
CHMP6	NA
TMEM39A	-1.73953417652673
MYPOP	NA
SMIM19	-0.00965234174651058
ANAPC2	-0.983163824286181
SEC31B	NA
SART3	0.84351077493389
RNPEP	0.0780868410559306
CLK2	-1.2207485562135
SLCO3A1	NA
EXOSC7	1.01508876648691
LMNB2	NA
ACSF3	-1.64747605302823
RUFY1	0.192298767899603
VSIG10	NA
METRNL	NA
PXMP2	-1.9451308685965
MAMSTR	NA
DPP7	0.309585834818729
SEC24C	-1.46037452114703
SMCR8	NA
WDR73	0.0123408409692887
SCN4B	NA
PTPN23	2.60285642521911
ULK1	-0.819062290123286
MLH1	NA
PUS1	-2.42559760439278
TRIM72	NA
TOP3A	NA
CASKIN2	0.0670301799916899
ZBTB38	NA
LRRN4CL	NA
TIMM22	1.48407108459944
MIEF2	1.34846740238382
GBA	-2.42350113706587
AGTRAP	NA
ANKRD13A	-0.185030828589375
FAM20C	-2.67014137203
FLII	3.09263638759831
HNRNPA0	0.621612601413229
MYOZ1	NA
IMP3	0.054347618470113
DMAP1	-1.08681685098629
NDUFAF3	1.12324916948024
NT5C2	1.81062075718088
PLEC	2.848567304988
GALNT11	NA
WDR6	NA
TMEM11	0.693574779406551
